AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2010/2011;Roma  Mercatorum - telematica;5814;F;86
2010/2011;Roma  Mercatorum - telematica;5814;M;146
2010/2011;Roma Biomedico;5808;F;779
2010/2011;Roma Biomedico;5808;M;559
2010/2011;Roma Europea;5812;F;500
2010/2011;Roma Europea;5812;M;338
2010/2011;Roma Foro Italico;5806;F;634
2010/2011;Roma Foro Italico;5806;M;1349
2010/2011;Roma La Sapienza;5801;F;72917
2010/2011;Roma La Sapienza;5801;M;49937
2010/2011;Roma Luiss;5805;F;4140
2010/2011;Roma Luiss;5805;M;3576
2010/2011;Roma LUMSA;5803;F;4511
2010/2011;Roma LUMSA;5803;M;2222
2010/2011;Roma Marconi - telematica;5810;F;3029
2010/2011;Roma Marconi - telematica;5810;M;7142
2010/2011;Roma San Raffaele - telematica;5816;F;121
2010/2011;Roma San Raffaele - telematica;5816;M;205
2010/2011;Roma Tor Vergata;5802;F;16956
2010/2011;Roma Tor Vergata;5802;M;14951
2010/2011;Roma Tre;5807;F;22471
2010/2011;Roma Tre;5807;M;15544
2010/2011;Roma UNICUSANO - telematica;5815;F;3015
2010/2011;Roma UNICUSANO - telematica;5815;M;6202
2010/2011;Roma UNINETTUNO - telematica;5813;F;2014
2010/2011;Roma UNINETTUNO - telematica;5813;M;3203
2010/2011;Roma UNINT;5809;F;851
2010/2011;Roma UNINT;5809;M;504
2010/2011;Roma UNITELMA - telematica;5811;F;585
2010/2011;Roma UNITELMA - telematica;5811;M;785
2010/2011;Salento;7501;F;15738
2010/2011;Salento;7501;M;8153
2010/2011;Salerno;6501;F;22789
2010/2011;Salerno;6501;M;14584
2010/2011;Sannio;6201;F;3660
2010/2011;Sannio;6201;M;3416
2010/2011;Sassari;9001;F;9966
2010/2011;Sassari;9001;M;5249
2010/2011;Siena;5201;F;10381
2010/2011;Siena;5201;M;7219
2010/2011;Siena Stranieri;5202;F;559
2010/2011;Siena Stranieri;5202;M;122
2010/2011;Teramo;6701;F;4700
2010/2011;Teramo;6701;M;3603
2010/2011;Torino;101;F;41486
2010/2011;Torino;101;M;25079
2010/2011;Torino Politecnico;102;F;7410
2010/2011;Torino Politecnico;102;M;18824
2010/2011;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;222
2010/2011;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;157
2010/2011;Trento;2201;F;8488
2010/2011;Trento;2201;M;7937
2010/2011;Trieste;3201;F;11056
2010/2011;Trieste;3201;M;8290
2010/2011;Tuscia;5601;F;3867
2010/2011;Tuscia;5601;M;5099
2010/2011;Udine;3001;F;8815
2010/2011;Udine;3001;M;7758
2010/2011;Urbino;4101;F;9452
2010/2011;Urbino;4101;M;5687
2010/2011;Venezia Iuav;2702;F;2916
2010/2011;Venezia Iuav;2702;M;3118
2010/2011;Verona;2301;F;15428
2010/2011;Verona;2301;M;8259
2009/2010;Aosta;701;F;829
2009/2010;Aosta;701;M;263
2009/2010;Bari;7201;F;38423
2009/2010;Bari;7201;M;20804
2009/2010;Bari Politecnico;7202;F;3776
2009/2010;Bari Politecnico;7202;M;8843
2009/2010;Basilicata;7601;F;4875
2009/2010;Basilicata;7601;M;3874
2009/2010;Benevento Giustino Fortunato - telematica;6202;F;141
2009/2010;Benevento Giustino Fortunato - telematica;6202;M;279
2009/2010;Bergamo;1601;F;9040
2009/2010;Bergamo;1601;M;5667
2009/2010;Bologna;3701;F;46648
2009/2010;Bologna;3701;M;36201
2009/2010;Bolzano;2101;F;1866
2009/2010;Bolzano;2101;M;679
2009/2010;Bra Scienze Gastronomiche;401;F;102
2009/2010;Bra Scienze Gastronomiche;401;M;135
2009/2010;Brescia;1701;F;6737
2009/2010;Brescia;1701;M;7775
2009/2010;Ca' Foscari Venezia;2701;F;11375
2009/2010;Ca' Foscari Venezia;2701;M;6507
2009/2010;Cagliari;9201;F;19772
2009/2010;Cagliari;9201;M;11933
2009/2010;Calabria;7801;F;19682
2009/2010;Calabria;7801;M;13931
2009/2010;Camerino;4302;F;3849
2009/2010;Camerino;4302;M;4159
2009/2010;Casamassima – LUM G. Degennaro;7203;F;443
2009/2010;Casamassima – LUM G. Degennaro;7203;M;696
2009/2010;Cassino;6001;F;6520
2009/2010;Cassino;6001;M;5119
2009/2010;Castellanza LIUC;1201;F;603
2009/2010;Castellanza LIUC;1201;M;1173
2009/2010;Catania;8701;F;35812
2009/2010;Catania;8701;M;22443
2009/2010;Catanzaro;7901;F;6988
2009/2010;Catanzaro;7901;M;4459
2009/2010;Chieti e Pescara;6901;F;20464
2009/2010;Chieti e Pescara;6901;M;11491
2009/2010;Enna KORE;8601;F;2631
2009/2010;Enna KORE;8601;M;1823
2009/2010;Ferrara;3801;F;9799
2009/2010;Ferrara;3801;M;8003
2009/2010;Firenze;4801;F;32347
2009/2010;Firenze;4801;M;23416
2009/2010;Firenze IUL - telematica;4804;F;19
2009/2010;Firenze IUL - telematica;4804;M;4
2009/2010;Foggia;7101;F;7241
2009/2010;Foggia;7101;M;4253
2009/2010;Genova;1001;F;19960
2009/2010;Genova;1001;M;15120
2009/2010;Insubria;1202;F;5350
2009/2010;Insubria;1202;M;4106
2009/2010;L'Aquila;6601;F;12719
2009/2010;L'Aquila;6601;M;10187
2009/2010;Macerata;4301;F;7953
2009/2010;Macerata;4301;M;3369
2009/2010;Marche;4201;F;7407
2009/2010;Marche;4201;M;9439
2009/2010;Messina;8301;F;21064
2009/2010;Messina;8301;M;12253
2009/2010;Milano;1501;F;33985
2009/2010;Milano;1501;M;23629
2009/2010;Milano Bicocca;1509;F;18919
2009/2010;Milano Bicocca;1509;M;11468
2009/2010;Milano Bocconi;1503;F;5987
2009/2010;Milano Bocconi;1503;M;6771
2009/2010;Milano Cattolica;1504;F;26434
2009/2010;Milano Cattolica;1504;M;14151
2009/2010;Milano IULM;1505;F;3064
2009/2010;Milano IULM;1505;M;1345
2009/2010;Milano Politecnico;1502;F;11583
2009/2010;Milano Politecnico;1502;M;23868
2009/2010;Milano San Raffaele;1508;F;1255
2009/2010;Milano San Raffaele;1508;M;704
2009/2010;Modena e Reggio Emilia;3601;F;10123
2009/2010;Modena e Reggio Emilia;3601;M;8300
2009/2010;Molise;7001;F;5524
2009/2010;Molise;7001;M;4040
2009/2010;Napoli Benincasa;6304;F;8794
2009/2010;Napoli Benincasa;6304;M;1680
2009/2010;Napoli Federico II;6301;F;48979
2009/2010;Napoli Federico II;6301;M;37223
2009/2010;Napoli L'Orientale;6303;F;7845
2009/2010;Napoli L'Orientale;6303;M;2164
2009/2010;Napoli Parthenope;6302;F;7182
2009/2010;Napoli Parthenope;6302;M;9399
2009/2010;Napoli Pegaso - telematica;6307;F;1004
2009/2010;Napoli Pegaso - telematica;6307;M;1760
2009/2010;Napoli Vanvitelli;6306;F;17287
2009/2010;Napoli Vanvitelli;6306;M;12933
2009/2010;Novedrate e-Campus - telematica;1301;F;1863
2009/2010;Novedrate e-Campus - telematica;1301;M;2847
2009/2010;Padova;2801;F;34141
2009/2010;Padova;2801;M;26671
2009/2010;Palermo;8201;F;32597
2009/2010;Palermo;8201;M;21423
2009/2010;Parma;3401;F;16399
2009/2010;Parma;3401;M;12535
2009/2010;Pavia;1801;F;12263
2009/2010;Pavia;1801;M;9613
2009/2010;Perugia;5401;F;17473
2009/2010;Perugia;5401;M;13359
2009/2010;Perugia Stranieri;5403;F;1001
2009/2010;Perugia Stranieri;5403;M;729
2009/2010;Piemonte Orientale;201;F;5815
2009/2010;Piemonte Orientale;201;M;3518
2009/2010;Pisa;5001;F;26160
2009/2010;Pisa;5001;M;23882
2009/2010;Reggio Calabria;8001;F;4891
2009/2010;Reggio Calabria;8001;M;4806
2009/2010;Reggio Calabria - Dante Alighieri;8003;F;96
2009/2010;Reggio Calabria - Dante Alighieri;8003;M;23
2009/2010;Roma  Mercatorum - telematica;5814;F;56
2009/2010;Roma  Mercatorum - telematica;5814;M;66
2009/2010;Roma Biomedico;5808;F;644
2009/2010;Roma Biomedico;5808;M;452
2009/2010;Roma Europea;5812;F;487
2009/2010;Roma Europea;5812;M;317
2009/2010;Roma Foro Italico;5806;F;383
2009/2010;Roma Foro Italico;5806;M;717
2009/2010;Roma La Sapienza;5801;F;75318
2009/2010;Roma La Sapienza;5801;M;51056
2009/2010;Roma Luiss;5805;F;3707
2009/2010;Roma Luiss;5805;M;3343
2009/2010;Roma LUMSA;5803;F;4544
2009/2010;Roma LUMSA;5803;M;2230
2009/2010;Roma Marconi - telematica;5810;F;2977
2009/2010;Roma Marconi - telematica;5810;M;8330
2009/2010;Roma San Raffaele - telematica;5816;F;96
2009/2010;Roma San Raffaele - telematica;5816;M;166
2009/2010;Roma Tor Vergata;5802;F;18806
2009/2010;Roma Tor Vergata;5802;M;16648
2009/2010;Roma Tre;5807;F;20899
2009/2010;Roma Tre;5807;M;14405
2009/2010;Roma UNICUSANO - telematica;5815;F;1945
2009/2010;Roma UNICUSANO - telematica;5815;M;3721
2009/2010;Roma UNINETTUNO - telematica;5813;F;1249
2009/2010;Roma UNINETTUNO - telematica;5813;M;2116
2009/2010;Roma UNINT;5809;F;780
2009/2010;Roma UNINT;5809;M;466
2009/2010;Roma UNITELMA - telematica;5811;F;355
2009/2010;Roma UNITELMA - telematica;5811;M;559
2009/2010;Salento;7501;F;17174
2009/2010;Salento;7501;M;8694
2009/2010;Salerno;6501;F;22498
2009/2010;Salerno;6501;M;14567
2009/2010;Sannio;6201;F;3459
2009/2010;Sannio;6201;M;3257
2009/2010;Sassari;9001;F;9260
2009/2010;Sassari;9001;M;4803
2009/2010;Siena;5201;F;9653
2009/2010;Siena;5201;M;6586
2009/2010;Siena Stranieri;5202;F;498
2009/2010;Siena Stranieri;5202;M;90
2009/2010;Teramo;6701;F;4959
2009/2010;Teramo;6701;M;3788
2009/2010;Torino;101;F;39588
2009/2010;Torino;101;M;23398
2009/2010;Torino Politecnico;102;F;7192
2009/2010;Torino Politecnico;102;M;18595
2009/2010;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;211
2009/2010;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;154
2009/2010;Trento;2201;F;7876
2009/2010;Trento;2201;M;7350
2009/2010;Trieste;3201;F;10959
2009/2010;Trieste;3201;M;8079
2009/2010;Tuscia;5601;F;3760
2009/2010;Tuscia;5601;M;5141
2009/2010;Udine;3001;F;8766
2009/2010;Udine;3001;M;7570
2009/2010;Urbino;4101;F;9320
2009/2010;Urbino;4101;M;5650
2009/2010;Venezia Iuav;2702;F;2838
2009/2010;Venezia Iuav;2702;M;2985
2009/2010;Verona;2301;F;14255
2009/2010;Verona;2301;M;7387
2008/2009;Aosta;701;F;811
2008/2009;Aosta;701;M;255
2008/2009;Bari;7201;F;38658
2008/2009;Bari;7201;M;20916
2008/2009;Bari Politecnico;7202;F;3635
2008/2009;Bari Politecnico;7202;M;8800
2008/2009;Basilicata;7601;F;4618
2008/2009;Basilicata;7601;M;3761
2008/2009;Benevento Giustino Fortunato - telematica;6202;F;130
2008/2009;Benevento Giustino Fortunato - telematica;6202;M;295
2008/2009;Bergamo;1601;F;8707
2008/2009;Bergamo;1601;M;5338
2008/2009;Bologna;3701;F;47160
2008/2009;Bologna;3701;M;37159
2008/2009;Bolzano;2101;F;1682
2008/2009;Bolzano;2101;M;679
2008/2009;Bra Scienze Gastronomiche;401;F;97
2008/2009;Bra Scienze Gastronomiche;401;M;117
2008/2009;Brescia;1701;F;6573
2008/2009;Brescia;1701;M;7559
2008/2009;Ca' Foscari Venezia;2701;F;10979
2008/2009;Ca' Foscari Venezia;2701;M;6351
2008/2009;Cagliari;9201;F;20410
2008/2009;Cagliari;9201;M;12257
2008/2009;Calabria;7801;F;19472
2008/2009;Calabria;7801;M;14044
2008/2009;Camerino;4302;F;3954
2008/2009;Camerino;4302;M;4407
2008/2009;Casamassima – LUM G. Degennaro;7203;F;400
2008/2009;Casamassima – LUM G. Degennaro;7203;M;644
2008/2009;Cassino;6001;F;6675
2008/2009;Cassino;6001;M;5081
2008/2009;Castellanza LIUC;1201;F;643
2008/2009;Castellanza LIUC;1201;M;1210
2008/2009;Catania;8701;F;35721
2008/2009;Catania;8701;M;22356
2008/2009;Catanzaro;7901;F;6864
2008/2009;Catanzaro;7901;M;4472
2008/2009;Chieti e Pescara;6901;F;18888
2008/2009;Chieti e Pescara;6901;M;11002
2008/2009;Enna KORE;8601;F;2272
2008/2009;Enna KORE;8601;M;1599
2008/2009;Ferrara;3801;F;9306
2008/2009;Ferrara;3801;M;7845
2008/2009;Firenze;4801;F;34363
2008/2009;Firenze;4801;M;24465
2008/2009;Firenze IUL - telematica;4804;F;36
2008/2009;Firenze IUL - telematica;4804;M;9
2008/2009;Foggia;7101;F;6925
2008/2009;Foggia;7101;M;4257
2008/2009;Genova;1001;F;19894
2008/2009;Genova;1001;M;15206
2008/2009;Insubria;1202;F;5184
2008/2009;Insubria;1202;M;3988
2008/2009;L'Aquila;6601;F;12674
2008/2009;L'Aquila;6601;M;9493
2008/2009;Macerata;4301;F;8051
2008/2009;Macerata;4301;M;3471
2008/2009;Marche;4201;F;7244
2008/2009;Marche;4201;M;9098
2008/2009;Messina;8301;F;21720
2008/2009;Messina;8301;M;12640
2008/2009;Milano;1501;F;34410
2008/2009;Milano;1501;M;24558
2008/2009;Milano Bicocca;1509;F;18428
2008/2009;Milano Bicocca;1509;M;11042
2008/2009;Milano Bocconi;1503;F;5807
2008/2009;Milano Bocconi;1503;M;6912
2008/2009;Milano Cattolica;1504;F;25658
2008/2009;Milano Cattolica;1504;M;13477
2008/2009;Milano IULM;1505;F;3369
2008/2009;Milano IULM;1505;M;1463
2008/2009;Milano Politecnico;1502;F;11457
2008/2009;Milano Politecnico;1502;M;23977
2008/2009;Milano San Raffaele;1508;F;1212
2008/2009;Milano San Raffaele;1508;M;700
2008/2009;Modena e Reggio Emilia;3601;F;9663
2008/2009;Modena e Reggio Emilia;3601;M;8102
2008/2009;Molise;7001;F;5428
2008/2009;Molise;7001;M;4120
2008/2009;Napoli Benincasa;6304;F;9043
2008/2009;Napoli Benincasa;6304;M;1791
2008/2009;Napoli Federico II;6301;F;49175
2008/2009;Napoli Federico II;6301;M;38230
2008/2009;Napoli L'Orientale;6303;F;7565
2008/2009;Napoli L'Orientale;6303;M;2063
2008/2009;Napoli Parthenope;6302;F;7220
2008/2009;Napoli Parthenope;6302;M;9559
2008/2009;Napoli Pegaso - telematica;6307;F;1016
2008/2009;Napoli Pegaso - telematica;6307;M;766
2008/2009;Napoli Vanvitelli;6306;F;16918
2008/2009;Napoli Vanvitelli;6306;M;12678
2008/2009;Novedrate e-Campus - telematica;1301;F;790
2008/2009;Novedrate e-Campus - telematica;1301;M;1468
2008/2009;Padova;2801;F;33930
2008/2009;Padova;2801;M;25990
2008/2009;Palermo;8201;F;37556
2008/2009;Palermo;8201;M;25580
2008/2009;Parma;3401;F;15506
2008/2009;Parma;3401;M;11941
2008/2009;Pavia;1801;F;12273
2008/2009;Pavia;1801;M;9466
2008/2009;Perugia;5401;F;18259
2008/2009;Perugia;5401;M;13942
2008/2009;Perugia Stranieri;5403;F;1089
2008/2009;Perugia Stranieri;5403;M;759
2008/2009;Piemonte Orientale;201;F;5863
2008/2009;Piemonte Orientale;201;M;3607
2008/2009;Pisa;5001;F;26679
2008/2009;Pisa;5001;M;24263
2008/2009;Reggio Calabria;8001;F;5072
2008/2009;Reggio Calabria;8001;M;5183
2008/2009;Reggio Calabria - Dante Alighieri;8003;F;96
2008/2009;Reggio Calabria - Dante Alighieri;8003;M;21
2008/2009;Roma  Mercatorum - telematica;5814;F;58
2008/2009;Roma  Mercatorum - telematica;5814;M;64
2008/2009;Roma Biomedico;5808;F;581
2008/2009;Roma Biomedico;5808;M;423
2008/2009;Roma Foro Italico;5806;F;576
2008/2009;Roma Foro Italico;5806;M;986
2008/2009;Roma La Sapienza;5801;F;77765
2008/2009;Roma La Sapienza;5801;M;52512
2008/2009;Roma Luiss;5805;F;3562
2008/2009;Roma Luiss;5805;M;3254
2008/2009;Roma LUMSA;5803;F;4602
2008/2009;Roma LUMSA;5803;M;2309
2008/2009;Roma Marconi - telematica;5810;F;2395
2008/2009;Roma Marconi - telematica;5810;M;7418
2008/2009;Roma San Raffaele - telematica;5816;F;31
2008/2009;Roma San Raffaele - telematica;5816;M;71
2008/2009;Roma Tor Vergata;5802;F;18361
2008/2009;Roma Tor Vergata;5802;M;16589
2008/2009;Roma Tre;5807;F;20610
2008/2009;Roma Tre;5807;M;14192
2008/2009;Roma UNICUSANO - telematica;5815;F;1070
2008/2009;Roma UNICUSANO - telematica;5815;M;1511
2008/2009;Roma UNINETTUNO - telematica;5813;F;954
2008/2009;Roma UNINETTUNO - telematica;5813;M;1721
2008/2009;Roma UNINT;5809;F;677
2008/2009;Roma UNINT;5809;M;508
2008/2009;Roma UNITELMA - telematica;5811;F;231
2008/2009;Roma UNITELMA - telematica;5811;M;465
2008/2009;Salento;7501;F;18098
2008/2009;Salento;7501;M;9145
2008/2009;Salerno;6501;F;23953
2008/2009;Salerno;6501;M;15712
2008/2009;Sannio;6201;F;3520
2008/2009;Sannio;6201;M;3389
2008/2009;Sassari;9001;F;9567
2008/2009;Sassari;9001;M;5094
2008/2009;Siena;5201;F;10263
2008/2009;Siena;5201;M;8741
2008/2009;Siena Stranieri;5202;F;444
2008/2009;Siena Stranieri;5202;M;87
2008/2009;Teramo;6701;F;4971
2008/2009;Teramo;6701;M;3880
2008/2009;Torino;101;F;42669
2008/2009;Torino;101;M;25865
2008/2009;Torino Politecnico;102;F;6776
2008/2009;Torino Politecnico;102;M;17965
2008/2009;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;209
2008/2009;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;166
2008/2009;Trento;2201;F;7845
2008/2009;Trento;2201;M;7320
2008/2009;Trieste;3201;F;10984
2008/2009;Trieste;3201;M;7995
2008/2009;Tuscia;5601;F;3916
2008/2009;Tuscia;5601;M;5593
2008/2009;Udine;3001;F;8813
2008/2009;Udine;3001;M;7549
2008/2009;Urbino;4101;F;9497
2008/2009;Urbino;4101;M;5872
2008/2009;Venezia Iuav;2702;F;2924
2008/2009;Venezia Iuav;2702;M;3061
2008/2009;Verona;2301;F;14040
2008/2009;Verona;2301;M;7265
2007/2008;Aosta;701;F;719
2007/2008;Aosta;701;M;240
2007/2008;Bari;7201;F;37748
2007/2008;Bari;7201;M;20423
2007/2008;Bari Politecnico;7202;F;3301
2007/2008;Bari Politecnico;7202;M;8004
2007/2008;Basilicata;7601;F;4486
2007/2008;Basilicata;7601;M;3716
2007/2008;Benevento Giustino Fortunato - telematica;6202;F;71
2007/2008;Benevento Giustino Fortunato - telematica;6202;M;177
2007/2008;Bergamo;1601;F;8438
2007/2008;Bergamo;1601;M;5199
2007/2008;Bologna;3701;F;48902
2007/2008;Bologna;3701;M;39080
2007/2008;Bolzano;2101;F;1542
2007/2008;Bolzano;2101;M;645
2007/2008;Bra Scienze Gastronomiche;401;F;91
2007/2008;Bra Scienze Gastronomiche;401;M;103
2007/2008;Brescia;1701;F;6503
2007/2008;Brescia;1701;M;7424
2007/2008;Ca' Foscari Venezia;2701;F;10779
2007/2008;Ca' Foscari Venezia;2701;M;6463
2007/2008;Cagliari;9201;F;21408
2007/2008;Cagliari;9201;M;12885
2007/2008;Calabria;7801;F;18805
2007/2008;Calabria;7801;M;14111
2007/2008;Camerino;4302;F;3982
2007/2008;Camerino;4302;M;4775
2007/2008;Casamassima – LUM G. Degennaro;7203;F;424
2007/2008;Casamassima – LUM G. Degennaro;7203;M;723
2007/2008;Cassino;6001;F;6889
2007/2008;Cassino;6001;M;5254
2007/2008;Castellanza LIUC;1201;F;618
2007/2008;Castellanza LIUC;1201;M;1248
2007/2008;Catania;8701;F;37708
2007/2008;Catania;8701;M;24185
2007/2008;Catanzaro;7901;F;7113
2007/2008;Catanzaro;7901;M;4654
2007/2008;Chieti e Pescara;6901;F;19544
2007/2008;Chieti e Pescara;6901;M;11958
2007/2008;Enna KORE;8601;F;1745
2007/2008;Enna KORE;8601;M;1271
2007/2008;Ferrara;3801;F;9055
2007/2008;Ferrara;3801;M;7697
2007/2008;Firenze;4801;F;34418
2007/2008;Firenze;4801;M;24509
2007/2008;Foggia;7101;F;6740
2007/2008;Foggia;7101;M;4142
2007/2008;Genova;1001;F;19907
2007/2008;Genova;1001;M;15204
2007/2008;Insubria;1202;F;5078
2007/2008;Insubria;1202;M;4047
2007/2008;L'Aquila;6601;F;10908
2007/2008;L'Aquila;6601;M;8482
2007/2008;Macerata;4301;F;8132
2007/2008;Macerata;4301;M;3766
2007/2008;Marche;4201;F;7002
2007/2008;Marche;4201;M;8900
2007/2008;Messina;8301;F;22031
2007/2008;Messina;8301;M;12944
2007/2008;Milano;1501;F;33637
2007/2008;Milano;1501;M;24317
2007/2008;Milano Bicocca;1509;F;18046
2007/2008;Milano Bicocca;1509;M;10958
2007/2008;Milano Bocconi;1503;F;5674
2007/2008;Milano Bocconi;1503;M;6961
2007/2008;Milano Cattolica;1504;F;25837
2007/2008;Milano Cattolica;1504;M;13541
2007/2008;Milano IULM;1505;F;3682
2007/2008;Milano IULM;1505;M;1607
2007/2008;Milano Politecnico;1502;F;11273
2007/2008;Milano Politecnico;1502;M;24959
2007/2008;Milano San Raffaele;1508;F;1219
2007/2008;Milano San Raffaele;1508;M;679
2007/2008;Modena e Reggio Emilia;3601;F;9415
2007/2008;Modena e Reggio Emilia;3601;M;8057
2007/2008;Molise;7001;F;5361
2007/2008;Molise;7001;M;4389
2007/2008;Napoli Benincasa;6304;F;9255
2007/2008;Napoli Benincasa;6304;M;1911
2007/2008;Napoli Federico II;6301;F;49845
2007/2008;Napoli Federico II;6301;M;39839
2007/2008;Napoli L'Orientale;6303;F;7849
2007/2008;Napoli L'Orientale;6303;M;2238
2007/2008;Napoli Parthenope;6302;F;7398
2007/2008;Napoli Parthenope;6302;M;9430
2007/2008;Napoli Pegaso - telematica;6307;F;582
2007/2008;Napoli Pegaso - telematica;6307;M;425
2007/2008;Napoli Vanvitelli;6306;F;16284
2007/2008;Napoli Vanvitelli;6306;M;12280
2007/2008;Novedrate e-Campus - telematica;1301;F;120
2007/2008;Novedrate e-Campus - telematica;1301;M;159
2007/2008;Padova;2801;F;34333
2007/2008;Padova;2801;M;26129
2007/2008;Palermo;8201;F;36226
2007/2008;Palermo;8201;M;24893
2007/2008;Parma;3401;F;14772
2007/2008;Parma;3401;M;11872
2007/2008;Pavia;1801;F;12471
2007/2008;Pavia;1801;M;9805
2007/2008;Perugia;5401;F;19056
2007/2008;Perugia;5401;M;14952
2007/2008;Perugia Stranieri;5403;F;1176
2007/2008;Perugia Stranieri;5403;M;812
2007/2008;Piemonte Orientale;201;F;5781
2007/2008;Piemonte Orientale;201;M;3592
2007/2008;Pisa;5001;F;24716
2007/2008;Pisa;5001;M;22983
2007/2008;Reggio Calabria;8001;F;5108
2007/2008;Reggio Calabria;8001;M;5317
2007/2008;Roma  Mercatorum - telematica;5814;F;50
2007/2008;Roma  Mercatorum - telematica;5814;M;54
2007/2008;Roma Biomedico;5808;F;494
2007/2008;Roma Biomedico;5808;M;393
2007/2008;Roma Europea;5812;F;295
2007/2008;Roma Europea;5812;M;199
2007/2008;Roma Foro Italico;5806;F;529
2007/2008;Roma Foro Italico;5806;M;850
2007/2008;Roma La Sapienza;5801;F;77556
2007/2008;Roma La Sapienza;5801;M;52191
2007/2008;Roma Luiss;5805;F;3298
2007/2008;Roma Luiss;5805;M;3136
2007/2008;Roma LUMSA;5803;F;4835
2007/2008;Roma LUMSA;5803;M;2386
2007/2008;Roma Marconi - telematica;5810;F;1976
2007/2008;Roma Marconi - telematica;5810;M;6765
2007/2008;Roma San Raffaele - telematica;5816;F;57
2007/2008;Roma San Raffaele - telematica;5816;M;34
2007/2008;Roma Tor Vergata;5802;F;18971
2007/2008;Roma Tor Vergata;5802;M;17398
2007/2008;Roma Tre;5807;F;20635
2007/2008;Roma Tre;5807;M;14265
2007/2008;Roma UNICUSANO - telematica;5815;F;390
2007/2008;Roma UNICUSANO - telematica;5815;M;581
2007/2008;Roma UNINETTUNO - telematica;5813;F;608
2007/2008;Roma UNINETTUNO - telematica;5813;M;1022
2007/2008;Roma UNINT;5809;F;563
2007/2008;Roma UNINT;5809;M;523
2007/2008;Roma UNITELMA - telematica;5811;F;185
2007/2008;Roma UNITELMA - telematica;5811;M;359
2007/2008;Salento;7501;F;18350
2007/2008;Salento;7501;M;9360
2007/2008;Salerno;6501;F;23192
2007/2008;Salerno;6501;M;15811
2007/2008;Sannio;6201;F;3574
2007/2008;Sannio;6201;M;3484
2007/2008;Sassari;9001;F;9501
2007/2008;Sassari;9001;M;5185
2007/2008;Siena;5201;F;9800
2007/2008;Siena;5201;M;9362
2007/2008;Siena Stranieri;5202;F;448
2007/2008;Siena Stranieri;5202;M;84
2007/2008;Teramo;6701;F;5062
2007/2008;Teramo;6701;M;4048
2007/2008;Torino;101;F;40346
2007/2008;Torino;101;M;24538
2007/2008;Torino Politecnico;102;F;6648
2007/2008;Torino Politecnico;102;M;17906
2007/2008;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;152
2007/2008;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;124
2007/2008;Trento;2201;F;7925
2007/2008;Trento;2201;M;7499
2007/2008;Trieste;3201;F;10933
2007/2008;Trieste;3201;M;8029
2007/2008;Tuscia;5601;F;3929
2007/2008;Tuscia;5601;M;6396
2007/2008;Udine;3001;F;8753
2007/2008;Udine;3001;M;7867
2007/2008;Urbino;4101;F;9803
2007/2008;Urbino;4101;M;6175
2007/2008;Venezia Iuav;2702;F;2951
2007/2008;Venezia Iuav;2702;M;3060
2007/2008;Verona;2301;F;13920
2007/2008;Verona;2301;M;7149
2006/2007;Aosta;701;F;661
2006/2007;Aosta;701;M;217
2006/2007;Bari;7201;F;37627
2006/2007;Bari;7201;M;20725
2006/2007;Bari Politecnico;7202;F;3218
2006/2007;Bari Politecnico;7202;M;8259
2006/2007;Basilicata;7601;F;4108
2006/2007;Basilicata;7601;M;3570
2006/2007;Benevento Giustino Fortunato - telematica;6202;F;35
2006/2007;Benevento Giustino Fortunato - telematica;6202;M;80
2006/2007;Bergamo;1601;F;8532
2006/2007;Bergamo;1601;M;5271
2006/2007;Bologna;3701;F;50798
2006/2007;Bologna;3701;M;41088
2006/2007;Bolzano;2101;F;1471
2006/2007;Bolzano;2101;M;574
2006/2007;Bra Scienze Gastronomiche;401;F;86
2006/2007;Bra Scienze Gastronomiche;401;M;95
2006/2007;Brescia;1701;F;6414
2006/2007;Brescia;1701;M;7334
2006/2007;Ca' Foscari Venezia;2701;F;10425
2006/2007;Ca' Foscari Venezia;2701;M;6406
2006/2007;Cagliari;9201;F;21253
2006/2007;Cagliari;9201;M;12741
2006/2007;Calabria;7801;F;17963
2006/2007;Calabria;7801;M;13808
2006/2007;Camerino;4302;F;3906
2006/2007;Camerino;4302;M;5129
2006/2007;Casamassima – LUM G. Degennaro;7203;F;413
2006/2007;Casamassima – LUM G. Degennaro;7203;M;783
2006/2007;Cassino;6001;F;7062
2006/2007;Cassino;6001;M;5488
2006/2007;Castellanza LIUC;1201;F;639
2006/2007;Castellanza LIUC;1201;M;1320
2006/2007;Catania;8701;F;37860
2006/2007;Catania;8701;M;24668
2006/2007;Catanzaro;7901;F;7508
2006/2007;Catanzaro;7901;M;4964
2006/2007;Chieti e Pescara;6901;F;20013
2006/2007;Chieti e Pescara;6901;M;13586
2006/2007;Enna KORE;8601;F;1549
2006/2007;Enna KORE;8601;M;1951
2006/2007;Ferrara;3801;F;8891
2006/2007;Ferrara;3801;M;7513
